,Datetime,MW,Utility,Year,Month,Day,Day_of_Week,Weekend,Temp(f)
23763,2017-01-01 00:00:00,1695.0,DAYTON,2017,1,1,6,1,42.8
31635,2017-12-31 01:00:00,2266.0,DAYTON,2017,12,31,6,1,8.6
31636,2017-12-31 02:00:00,2230.0,DAYTON,2017,12,31,6,1,6.8
31637,2017-12-31 03:00:00,2205.0,DAYTON,2017,12,31,6,1,5.0
31638,2017-12-31 04:00:00,2190.0,DAYTON,2017,12,31,6,1,3.2
31639,2017-12-31 05:00:00,2185.0,DAYTON,2017,12,31,6,1,5.0
31640,2017-12-31 06:00:00,2213.0,DAYTON,2017,12,31,6,1,5.0
31641,2017-12-31 07:00:00,2280.0,DAYTON,2017,12,31,6,1,6.8
31642,2017-12-31 08:00:00,2341.0,DAYTON,2017,12,31,6,1,6.8
31643,2017-12-31 09:00:00,2392.0,DAYTON,2017,12,31,6,1,6.8
31644,2017-12-31 10:00:00,2459.0,DAYTON,2017,12,31,6,1,6.8
31645,2017-12-31 11:00:00,2463.0,DAYTON,2017,12,31,6,1,6.8
31646,2017-12-31 12:00:00,2399.0,DAYTON,2017,12,31,6,1,6.8
31647,2017-12-31 13:00:00,2307.0,DAYTON,2017,12,31,6,1,6.8
31648,2017-12-31 14:00:00,2260.0,DAYTON,2017,12,31,6,1,5.0
31649,2017-12-31 15:00:00,2235.0,DAYTON,2017,12,31,6,1,8.6
31650,2017-12-31 16:00:00,2231.0,DAYTON,2017,12,31,6,1,8.6
31651,2017-12-31 17:00:00,2297.0,DAYTON,2017,12,31,6,1,12.2
31652,2017-12-31 18:00:00,2432.0,DAYTON,2017,12,31,6,1,12.2
31653,2017-12-31 19:00:00,2514.0,DAYTON,2017,12,31,6,1,14.0
31654,2017-12-31 20:00:00,2484.0,DAYTON,2017,12,31,6,1,15.8
31655,2017-12-31 21:00:00,2452.0,DAYTON,2017,12,31,6,1,15.8
31656,2017-12-31 22:00:00,2421.0,DAYTON,2017,12,31,6,1,12.2
31657,2017-12-31 23:00:00,2375.0,DAYTON,2017,12,31,6,1,12.2
31658,2017-12-30 01:00:00,2047.0,DAYTON,2017,12,30,5,1,21.2
31659,2017-12-30 02:00:00,1985.0,DAYTON,2017,12,30,5,1,21.2
31660,2017-12-30 03:00:00,1954.0,DAYTON,2017,12,30,5,1,21.2
31661,2017-12-30 04:00:00,1942.0,DAYTON,2017,12,30,5,1,21.2
31662,2017-12-30 05:00:00,1953.0,DAYTON,2017,12,30,5,1,21.2
31663,2017-12-30 06:00:00,1994.0,DAYTON,2017,12,30,5,1,19.4
31664,2017-12-30 07:00:00,2059.0,DAYTON,2017,12,30,5,1,19.4
31665,2017-12-30 08:00:00,2153.0,DAYTON,2017,12,30,5,1,19.4
31666,2017-12-30 09:00:00,2196.0,DAYTON,2017,12,30,5,1,19.4
31667,2017-12-30 10:00:00,2273.0,DAYTON,2017,12,30,5,1,19.4
31668,2017-12-30 11:00:00,2316.0,DAYTON,2017,12,30,5,1,19.4
31669,2017-12-30 12:00:00,2328.0,DAYTON,2017,12,30,5,1,19.4
31670,2017-12-30 13:00:00,2321.0,DAYTON,2017,12,30,5,1,17.6
31671,2017-12-30 14:00:00,2324.0,DAYTON,2017,12,30,5,1,17.6
31672,2017-12-30 15:00:00,2307.0,DAYTON,2017,12,30,5,1,17.6
31673,2017-12-30 16:00:00,2312.0,DAYTON,2017,12,30,5,1,19.4
31674,2017-12-30 17:00:00,2367.0,DAYTON,2017,12,30,5,1,19.4
31675,2017-12-30 18:00:00,2478.0,DAYTON,2017,12,30,5,1,19.4
31676,2017-12-30 19:00:00,2559.0,DAYTON,2017,12,30,5,1,19.4
31677,2017-12-30 20:00:00,2550.0,DAYTON,2017,12,30,5,1,17.6
31678,2017-12-30 21:00:00,2530.0,DAYTON,2017,12,30,5,1,15.8
31679,2017-12-30 22:00:00,2503.0,DAYTON,2017,12,30,5,1,12.2
31680,2017-12-30 23:00:00,2429.0,DAYTON,2017,12,30,5,1,10.4
31681,2017-12-31 00:00:00,2353.0,DAYTON,2017,12,31,6,1,8.6
31682,2017-12-29 01:00:00,2114.0,DAYTON,2017,12,29,4,0,17.6
31683,2017-12-29 02:00:00,2081.0,DAYTON,2017,12,29,4,0,19.4
31684,2017-12-29 03:00:00,2064.0,DAYTON,2017,12,29,4,0,17.6
31685,2017-12-29 04:00:00,2063.0,DAYTON,2017,12,29,4,0,17.6
31686,2017-12-29 05:00:00,2071.0,DAYTON,2017,12,29,4,0,17.6
31687,2017-12-29 06:00:00,2146.0,DAYTON,2017,12,29,4,0,14.0
31688,2017-12-29 07:00:00,2257.0,DAYTON,2017,12,29,4,0,17.6
31689,2017-12-29 08:00:00,2359.0,DAYTON,2017,12,29,4,0,17.6
31690,2017-12-29 09:00:00,2388.0,DAYTON,2017,12,29,4,0,17.6
31691,2017-12-29 10:00:00,2437.0,DAYTON,2017,12,29,4,0,19.4
31692,2017-12-29 11:00:00,2434.0,DAYTON,2017,12,29,4,0,19.4
31693,2017-12-29 12:00:00,2417.0,DAYTON,2017,12,29,4,0,19.4
31694,2017-12-29 13:00:00,2375.0,DAYTON,2017,12,29,4,0,19.4
31695,2017-12-29 14:00:00,2357.0,DAYTON,2017,12,29,4,0,21.2
31696,2017-12-29 15:00:00,2334.0,DAYTON,2017,12,29,4,0,21.2
31697,2017-12-29 16:00:00,2331.0,DAYTON,2017,12,29,4,0,21.2
31698,2017-12-29 17:00:00,2341.0,DAYTON,2017,12,29,4,0,23.0
31699,2017-12-29 18:00:00,2431.0,DAYTON,2017,12,29,4,0,21.2
31700,2017-12-29 19:00:00,2452.0,DAYTON,2017,12,29,4,0,24.8
31701,2017-12-29 20:00:00,2425.0,DAYTON,2017,12,29,4,0,24.8
31702,2017-12-29 21:00:00,2389.0,DAYTON,2017,12,29,4,0,24.8
31703,2017-12-29 22:00:00,2319.0,DAYTON,2017,12,29,4,0,23.0
31704,2017-12-29 23:00:00,2224.0,DAYTON,2017,12,29,4,0,23.0
31705,2017-12-30 00:00:00,2111.0,DAYTON,2017,12,30,5,1,23.0
31706,2017-12-28 01:00:00,2273.0,DAYTON,2017,12,28,3,0,12.2
31707,2017-12-28 02:00:00,2243.0,DAYTON,2017,12,28,3,0,10.4
31708,2017-12-28 03:00:00,2249.0,DAYTON,2017,12,28,3,0,10.4
31709,2017-12-28 04:00:00,2230.0,DAYTON,2017,12,28,3,0,8.6
31710,2017-12-28 05:00:00,2262.0,DAYTON,2017,12,28,3,0,6.8
31711,2017-12-28 06:00:00,2342.0,DAYTON,2017,12,28,3,0,8.6
31712,2017-12-28 07:00:00,2455.0,DAYTON,2017,12,28,3,0,8.6
31713,2017-12-28 08:00:00,2558.0,DAYTON,2017,12,28,3,0,8.6
31714,2017-12-28 09:00:00,2589.0,DAYTON,2017,12,28,3,0,8.6
31715,2017-12-28 10:00:00,2611.0,DAYTON,2017,12,28,3,0,8.6
31716,2017-12-28 11:00:00,2632.0,DAYTON,2017,12,28,3,0,8.6
31717,2017-12-28 12:00:00,2592.0,DAYTON,2017,12,28,3,0,8.6
31718,2017-12-28 13:00:00,2538.0,DAYTON,2017,12,28,3,0,10.4
31719,2017-12-28 14:00:00,2460.0,DAYTON,2017,12,28,3,0,10.4
31720,2017-12-28 15:00:00,2406.0,DAYTON,2017,12,28,3,0,12.2
31721,2017-12-28 16:00:00,2361.0,DAYTON,2017,12,28,3,0,14.0
31722,2017-12-28 17:00:00,2371.0,DAYTON,2017,12,28,3,0,15.8
31723,2017-12-28 18:00:00,2512.0,DAYTON,2017,12,28,3,0,15.8
31724,2017-12-28 19:00:00,2559.0,DAYTON,2017,12,28,3,0,19.4
31725,2017-12-28 20:00:00,2533.0,DAYTON,2017,12,28,3,0,19.4
31726,2017-12-28 21:00:00,2489.0,DAYTON,2017,12,28,3,0,19.4
31727,2017-12-28 22:00:00,2416.0,DAYTON,2017,12,28,3,0,15.8
31728,2017-12-28 23:00:00,2304.0,DAYTON,2017,12,28,3,0,17.6
31729,2017-12-29 00:00:00,2208.0,DAYTON,2017,12,29,4,0,17.6
31730,2017-12-27 01:00:00,2185.0,DAYTON,2017,12,27,2,0,15.8
31731,2017-12-27 02:00:00,2166.0,DAYTON,2017,12,27,2,0,15.8
31732,2017-12-27 03:00:00,2156.0,DAYTON,2017,12,27,2,0,15.8
31733,2017-12-27 04:00:00,2172.0,DAYTON,2017,12,27,2,0,14.0
31734,2017-12-27 05:00:00,2238.0,DAYTON,2017,12,27,2,0,12.2
31735,2017-12-27 06:00:00,2336.0,DAYTON,2017,12,27,2,0,10.4
31736,2017-12-27 07:00:00,2482.0,DAYTON,2017,12,27,2,0,8.6
31737,2017-12-27 08:00:00,2615.0,DAYTON,2017,12,27,2,0,6.8
31738,2017-12-27 09:00:00,2650.0,DAYTON,2017,12,27,2,0,6.8
31739,2017-12-27 10:00:00,2631.0,DAYTON,2017,12,27,2,0,5.0
31740,2017-12-27 11:00:00,2592.0,DAYTON,2017,12,27,2,0,3.2
31741,2017-12-27 12:00:00,2519.0,DAYTON,2017,12,27,2,0,1.4
31742,2017-12-27 13:00:00,2470.0,DAYTON,2017,12,27,2,0,1.4
31743,2017-12-27 14:00:00,2419.0,DAYTON,2017,12,27,2,0,3.2
31744,2017-12-27 15:00:00,2382.0,DAYTON,2017,12,27,2,0,6.8
31745,2017-12-27 16:00:00,2374.0,DAYTON,2017,12,27,2,0,8.6
31746,2017-12-27 17:00:00,2413.0,DAYTON,2017,12,27,2,0,14.0
31747,2017-12-27 18:00:00,2549.0,DAYTON,2017,12,27,2,0,14.0
31748,2017-12-27 19:00:00,2628.0,DAYTON,2017,12,27,2,0,15.8
31749,2017-12-27 20:00:00,2608.0,DAYTON,2017,12,27,2,0,15.8
31750,2017-12-27 21:00:00,2572.0,DAYTON,2017,12,27,2,0,14.0
31751,2017-12-27 22:00:00,2513.0,DAYTON,2017,12,27,2,0,14.0
31752,2017-12-27 23:00:00,2427.0,DAYTON,2017,12,27,2,0,12.2
31753,2017-12-28 00:00:00,2347.0,DAYTON,2017,12,28,3,0,12.2
31754,2017-12-26 01:00:00,1939.0,DAYTON,2017,12,26,1,0,21.2
31755,2017-12-26 02:00:00,1902.0,DAYTON,2017,12,26,1,0,21.2
31756,2017-12-26 03:00:00,1893.0,DAYTON,2017,12,26,1,0,19.4
31757,2017-12-26 04:00:00,1902.0,DAYTON,2017,12,26,1,0,21.2
31758,2017-12-26 05:00:00,1935.0,DAYTON,2017,12,26,1,0,19.4
31759,2017-12-26 06:00:00,1996.0,DAYTON,2017,12,26,1,0,21.2
31760,2017-12-26 07:00:00,2118.0,DAYTON,2017,12,26,1,0,21.2
31761,2017-12-26 08:00:00,2228.0,DAYTON,2017,12,26,1,0,21.2
31762,2017-12-26 09:00:00,2273.0,DAYTON,2017,12,26,1,0,21.2
31763,2017-12-26 10:00:00,2339.0,DAYTON,2017,12,26,1,0,19.4
31764,2017-12-26 11:00:00,2342.0,DAYTON,2017,12,26,1,0,19.4
31765,2017-12-26 12:00:00,2336.0,DAYTON,2017,12,26,1,0,17.6
31766,2017-12-26 13:00:00,2304.0,DAYTON,2017,12,26,1,0,17.6
31767,2017-12-26 14:00:00,2284.0,DAYTON,2017,12,26,1,0,17.6
31768,2017-12-26 15:00:00,2289.0,DAYTON,2017,12,26,1,0,17.6
31769,2017-12-26 16:00:00,2271.0,DAYTON,2017,12,26,1,0,19.4
31770,2017-12-26 17:00:00,2313.0,DAYTON,2017,12,26,1,0,21.2
31771,2017-12-26 18:00:00,2433.0,DAYTON,2017,12,26,1,0,21.2
31772,2017-12-26 19:00:00,2498.0,DAYTON,2017,12,26,1,0,19.4
31773,2017-12-26 20:00:00,2489.0,DAYTON,2017,12,26,1,0,19.4
31774,2017-12-26 21:00:00,2450.0,DAYTON,2017,12,26,1,0,19.4
31775,2017-12-26 22:00:00,2407.0,DAYTON,2017,12,26,1,0,19.4
