,Datetime,MW,Utility,Year,Month,Day,Day_of_Week,Weekend,Temp(f)
0,2015-12-31 02:00:00,9893.0,COMED,2015,12,31,3,0,30.0
1,2015-12-31 03:00:00,9544.0,COMED,2015,12,31,3,0,30.2
2,2015-12-31 05:00:00,9318.0,COMED,2015,12,31,3,0,28.99
3,2015-12-31 06:00:00,9507.0,COMED,2015,12,31,3,0,30.2
4,2015-12-31 07:00:00,9992.0,COMED,2015,12,31,3,0,28.99
5,2015-12-31 08:00:00,10692.0,COMED,2015,12,31,3,0,30.2
6,2015-12-31 09:00:00,10984.0,COMED,2015,12,31,3,0,30.2
7,2015-12-31 10:00:00,11162.0,COMED,2015,12,31,3,0,28.99
8,2015-12-31 12:00:00,11306.0,COMED,2015,12,31,3,0,28.0
9,2015-12-31 13:00:00,11273.0,COMED,2015,12,31,3,0,27.0
10,2015-12-31 14:00:00,11196.0,COMED,2015,12,31,3,0,27.3
11,2015-12-31 15:00:00,11229.0,COMED,2015,12,31,3,0,28.4
12,2015-12-31 16:00:00,11226.0,COMED,2015,12,31,3,0,28.4
13,2015-12-31 18:00:00,11937.0,COMED,2015,12,31,3,0,30.99
14,2015-12-31 19:00:00,12564.0,COMED,2015,12,31,3,0,30.2
15,2015-12-31 21:00:00,11944.0,COMED,2015,12,31,3,0,30.2
16,2015-12-31 22:00:00,11607.0,COMED,2015,12,31,3,0,28.4
17,2015-12-30 02:00:00,9794.0,COMED,2015,12,30,2,0,33.8
18,2015-12-30 04:00:00,9300.0,COMED,2015,12,30,2,0,32.0
19,2015-12-30 05:00:00,9260.0,COMED,2015,12,30,2,0,32.0
20,2015-12-30 07:00:00,10061.0,COMED,2015,12,30,2,0,32.0
21,2015-12-30 08:00:00,10921.0,COMED,2015,12,30,2,0,30.99
22,2015-12-30 10:00:00,11670.0,COMED,2015,12,30,2,0,30.99
23,2015-12-30 11:00:00,11771.0,COMED,2015,12,30,2,0,30.99
24,2015-12-30 12:00:00,11854.0,COMED,2015,12,30,2,0,30.99
25,2015-12-30 13:00:00,11865.0,COMED,2015,12,30,2,0,30.99
26,2015-12-30 15:00:00,11897.0,COMED,2015,12,30,2,0,30.99
27,2015-12-30 16:00:00,11851.0,COMED,2015,12,30,2,0,32.0
28,2015-12-30 18:00:00,12459.0,COMED,2015,12,30,2,0,32.0
29,2015-12-30 19:00:00,13039.0,COMED,2015,12,30,2,0,32.0
30,2015-12-30 20:00:00,12781.0,COMED,2015,12,30,2,0,32.0
