,Datetime,MW,Utility,Year,Month,Day,Day_of_Week,Weekend,Temp(f)
3616,2017-01-01 00:00:00,10500.0,COMED,2017,1,1,6,1,35.6
11432,2017-12-31 01:00:00,12132.0,COMED,2017,12,31,6,1,3.2
11433,2017-12-31 02:00:00,11711.0,COMED,2017,12,31,6,1,3.2
11434,2017-12-31 03:00:00,11405.0,COMED,2017,12,31,6,1,3.2
11435,2017-12-31 04:00:00,11235.0,COMED,2017,12,31,6,1,1.4
11436,2017-12-31 05:00:00,11145.0,COMED,2017,12,31,6,1,1.4
11437,2017-12-31 06:00:00,11192.0,COMED,2017,12,31,6,1,3.2
11438,2017-12-31 07:00:00,11288.0,COMED,2017,12,31,6,1,1.4
11439,2017-12-31 08:00:00,11507.0,COMED,2017,12,31,6,1,3.2
11440,2017-12-31 09:00:00,11554.0,COMED,2017,12,31,6,1,3.2
11441,2017-12-31 10:00:00,11624.0,COMED,2017,12,31,6,1,3.2
11442,2017-12-31 11:00:00,11673.0,COMED,2017,12,31,6,1,3.2
11443,2017-12-31 12:00:00,11787.0,COMED,2017,12,31,6,1,3.2
11444,2017-12-31 13:00:00,11883.0,COMED,2017,12,31,6,1,3.2
11445,2017-12-31 14:00:00,11799.0,COMED,2017,12,31,6,1,3.2
11446,2017-12-31 15:00:00,11704.0,COMED,2017,12,31,6,1,1.4
11447,2017-12-31 16:00:00,11661.0,COMED,2017,12,31,6,1,5.0
11448,2017-12-31 17:00:00,11840.0,COMED,2017,12,31,6,1,8.6
11449,2017-12-31 18:00:00,12581.0,COMED,2017,12,31,6,1,12.2
11450,2017-12-31 19:00:00,13452.0,COMED,2017,12,31,6,1,12.2
11451,2017-12-31 20:00:00,13393.0,COMED,2017,12,31,6,1,15.8
11452,2017-12-31 21:00:00,13192.0,COMED,2017,12,31,6,1,15.8
11453,2017-12-31 22:00:00,13116.0,COMED,2017,12,31,6,1,15.8
11454,2017-12-31 23:00:00,12809.0,COMED,2017,12,31,6,1,15.8
11455,2017-12-30 01:00:00,11644.0,COMED,2017,12,30,5,1,15.8
11456,2017-12-30 02:00:00,11233.0,COMED,2017,12,30,5,1,15.8
11457,2017-12-30 03:00:00,10947.0,COMED,2017,12,30,5,1,15.8
11458,2017-12-30 04:00:00,10828.0,COMED,2017,12,30,5,1,15.8
11459,2017-12-30 05:00:00,10782.0,COMED,2017,12,30,5,1,15.8
11460,2017-12-30 06:00:00,10917.0,COMED,2017,12,30,5,1,15.8
11461,2017-12-30 07:00:00,11169.0,COMED,2017,12,30,5,1,15.8
11462,2017-12-30 08:00:00,11621.0,COMED,2017,12,30,5,1,15.8
11463,2017-12-30 09:00:00,11832.0,COMED,2017,12,30,5,1,15.8
11464,2017-12-30 10:00:00,12099.0,COMED,2017,12,30,5,1,15.8
11465,2017-12-30 11:00:00,12146.0,COMED,2017,12,30,5,1,14.0
11466,2017-12-30 12:00:00,12280.0,COMED,2017,12,30,5,1,15.8
11467,2017-12-30 13:00:00,12261.0,COMED,2017,12,30,5,1,14.0
11468,2017-12-30 14:00:00,12179.0,COMED,2017,12,30,5,1,12.2
11469,2017-12-30 15:00:00,12059.0,COMED,2017,12,30,5,1,8.6
11470,2017-12-30 16:00:00,11974.0,COMED,2017,12,30,5,1,8.6
11471,2017-12-30 17:00:00,12154.0,COMED,2017,12,30,5,1,6.8
11472,2017-12-30 18:00:00,12878.0,COMED,2017,12,30,5,1,6.8
11473,2017-12-30 19:00:00,13673.0,COMED,2017,12,30,5,1,8.6
11474,2017-12-30 20:00:00,13686.0,COMED,2017,12,30,5,1,6.8
11475,2017-12-30 21:00:00,13632.0,COMED,2017,12,30,5,1,8.6
11476,2017-12-30 22:00:00,13423.0,COMED,2017,12,30,5,1,8.6
11477,2017-12-30 23:00:00,13191.0,COMED,2017,12,30,5,1,6.8
11478,2017-12-31 00:00:00,12684.0,COMED,2017,12,31,6,1,5.0
11479,2017-12-29 01:00:00,12009.0,COMED,2017,12,29,4,0,12.2
11480,2017-12-29 02:00:00,11531.0,COMED,2017,12,29,4,0,12.2
11481,2017-12-29 03:00:00,11222.0,COMED,2017,12,29,4,0,12.2
11482,2017-12-29 04:00:00,11005.0,COMED,2017,12,29,4,0,14.0
11483,2017-12-29 05:00:00,10961.0,COMED,2017,12,29,4,0,14.0
11484,2017-12-29 06:00:00,11130.0,COMED,2017,12,29,4,0,14.0
11485,2017-12-29 07:00:00,11552.0,COMED,2017,12,29,4,0,14.0
11486,2017-12-29 08:00:00,12196.0,COMED,2017,12,29,4,0,14.0
11487,2017-12-29 09:00:00,12542.0,COMED,2017,12,29,4,0,12.2
11488,2017-12-29 10:00:00,12746.0,COMED,2017,12,29,4,0,12.2
11489,2017-12-29 11:00:00,12906.0,COMED,2017,12,29,4,0,12.2
11490,2017-12-29 12:00:00,12991.0,COMED,2017,12,29,4,0,12.2
11491,2017-12-29 13:00:00,13023.0,COMED,2017,12,29,4,0,12.2
11492,2017-12-29 14:00:00,12988.0,COMED,2017,12,29,4,0,12.2
11493,2017-12-29 15:00:00,12999.0,COMED,2017,12,29,4,0,12.2
11494,2017-12-29 16:00:00,12907.0,COMED,2017,12,29,4,0,14.0
11495,2017-12-29 17:00:00,12917.0,COMED,2017,12,29,4,0,14.0
11496,2017-12-29 18:00:00,13437.0,COMED,2017,12,29,4,0,15.8
11497,2017-12-29 19:00:00,13862.0,COMED,2017,12,29,4,0,15.8
11498,2017-12-29 20:00:00,13767.0,COMED,2017,12,29,4,0,15.8
11499,2017-12-29 21:00:00,13572.0,COMED,2017,12,29,4,0,15.8
11500,2017-12-29 22:00:00,13294.0,COMED,2017,12,29,4,0,15.8
11501,2017-12-29 23:00:00,12917.0,COMED,2017,12,29,4,0,15.8
11502,2017-12-30 00:00:00,12340.0,COMED,2017,12,30,5,1,15.8
11503,2017-12-28 01:00:00,12475.0,COMED,2017,12,28,3,0,5.0
11504,2017-12-28 02:00:00,12015.0,COMED,2017,12,28,3,0,5.0
11505,2017-12-28 03:00:00,11751.0,COMED,2017,12,28,3,0,3.2
11506,2017-12-28 04:00:00,11595.0,COMED,2017,12,28,3,0,3.2
11507,2017-12-28 05:00:00,11578.0,COMED,2017,12,28,3,0,3.2
11508,2017-12-28 06:00:00,11714.0,COMED,2017,12,28,3,0,5.0
11509,2017-12-28 07:00:00,12108.0,COMED,2017,12,28,3,0,3.2
11510,2017-12-28 08:00:00,12758.0,COMED,2017,12,28,3,0,3.2
11511,2017-12-28 09:00:00,13145.0,COMED,2017,12,28,3,0,3.2
11512,2017-12-28 10:00:00,13379.0,COMED,2017,12,28,3,0,1.4
